        100, 100, 101,     10000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
10100000110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10100001000,   0,   1,         1, a shifted =  1010000100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10100001100, 100, 101,     10000, a shifted =      101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
10100001110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10100010100, 100, 101,     10000, a shifted =      101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
10100010101, 101, 100,    100000, a shifted =     1010001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
10100010110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10100011000,   0,   1,         1, a shifted =  1010001100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10100011100, 100, 101,     10000, a shifted =      101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
10100011101, 101, 100,    100000, a shifted =     1010001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
10100011110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10100100110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10100101000,   0,   1,         1, a shifted =  1010010100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10100101110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10100110010,  10,  11,       100, a shifted =    10100110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
10100110110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10100111000,   0,   1,         1, a shifted =  1010011100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10100111110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10101000110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10101001000,   0,   1,         1, a shifted =  1010100100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10101001110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10101010110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10101011000,   0,   1,         1, a shifted =  1010101100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10101011110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10101100110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10101101000,   0,   1,         1, a shifted =  1010110100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10101101110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10101110010,  10,  11,       100, a shifted =    10101110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
10101110110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10101111000,   0,   1,         1, a shifted =  1010111100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10101111110, 110, 111,   1000000, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =   100000000, a unshifted =  010-------,  a mod8 = 010, num = 000, 0
10110001000,   0,   1,         1, a shifted =  1011000100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10110010101, 101, 100,    100000, a shifted =     1011001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
10110011000,   0,   1,         1, a shifted =  1011001100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10110011101, 101, 100,    100000, a shifted =     1011001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
10110101000,   0,   1,         1, a shifted =  1011010100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10110110010,  10,  11,       100, a shifted =    10110110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
10110111000,   0,   1,         1, a shifted =  1011011100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10111001000,   0,   1,         1, a shifted =  1011100100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10111011000,   0,   1,         1, a shifted =  1011101100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10111101000,   0,   1,         1, a shifted =  1011110100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
10111110010,  10,  11,       100, a shifted =    10111110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
10111111000,   0,   1,         1, a shifted =  1011111100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11000000100, 100, 101,     10000, a shifted =      110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11000001000,   0,   1,         1, a shifted =  1100000100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11000001100, 100, 101,     10000, a shifted =      110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11000010100, 100, 101,     10000, a shifted =      110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11000010101, 101, 100,    100000, a shifted =     1100001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
11000011000,   0,   1,         1, a shifted =  1100001100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11000011100, 100, 101,     10000, a shifted =      110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11000011101, 101, 100,    100000, a shifted =     1100001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
11000101000,   0,   1,         1, a shifted =  1100010100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11000110010,  10,  11,       100, a shifted =    11000110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
11000111000,   0,   1,         1, a shifted =  1100011100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11001001000,   0,   1,         1, a shifted =  1100100100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11001011000,   0,   1,         1, a shifted =  1100101100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11001101000,   0,   1,         1, a shifted =  1100110100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11001110010,  10,  11,       100, a shifted =    11001110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
11001111000,   0,   1,         1, a shifted =  1100111100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11010001000,   0,   1,         1, a shifted =  1101000100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11010010101, 101, 100,    100000, a shifted =     1101001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
11010011000,   0,   1,         1, a shifted =  1101001100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11010011101, 101, 100,    100000, a shifted =     1101001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
11010101000,   0,   1,         1, a shifted =  1101010100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11010110010,  10,  11,       100, a shifted =    11010110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
11010111000,   0,   1,         1, a shifted =  1101011100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11011000111, 111, 110,  10000000, a shifted =       11011, a shifted mod 8 = 011, a remultiplied =    11000000, a unshifted =   011------,  a mod8 = 011, num = 000, 0
11011001000,   0,   1,         1, a shifted =  1101100100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11011001111, 111, 110,  10000000, a shifted =       11011, a shifted mod 8 = 011, a remultiplied =    11000000, a unshifted =   011------,  a mod8 = 011, num = 000, 0
11011010111, 111, 110,  10000000, a shifted =       11011, a shifted mod 8 = 011, a remultiplied =    11000000, a unshifted =   011------,  a mod8 = 011, num = 000, 0
11011011000,   0,   1,         1, a shifted =  1101101100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11011011111, 111, 110,  10000000, a shifted =       11011, a shifted mod 8 = 011, a remultiplied =    11000000, a unshifted =   011------,  a mod8 = 011, num = 000, 0
11011100111, 111, 110,  10000000, a shifted =       11011, a shifted mod 8 = 011, a remultiplied =    11000000, a unshifted =   011------,  a mod8 = 011, num = 000, 0
11011101000,   0,   1,         1, a shifted =  1101110100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11011101111, 111, 110,  10000000, a shifted =       11011, a shifted mod 8 = 011, a remultiplied =    11000000, a unshifted =   011------,  a mod8 = 011, num = 000, 0
11011110010,  10,  11,       100, a shifted =    11011110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
11011110111, 111, 110,  10000000, a shifted =       11011, a shifted mod 8 = 011, a remultiplied =    11000000, a unshifted =   011------,  a mod8 = 011, num = 000, 0
11011111000,   0,   1,         1, a shifted =  1101111100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11011111111, 111, 110,  10000000, a shifted =       11011, a shifted mod 8 = 011, a remultiplied =    11000000, a unshifted =   011------,  a mod8 = 011, num = 000, 0
11100000100, 100, 101,     10000, a shifted =      111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11100001000,   0,   1,         1, a shifted =  1110000100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11100001100, 100, 101,     10000, a shifted =      111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11100010100, 100, 101,     10000, a shifted =      111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11100010101, 101, 100,    100000, a shifted =     1110001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
11100011000,   0,   1,         1, a shifted =  1110001100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11100011100, 100, 101,     10000, a shifted =      111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11100011101, 101, 100,    100000, a shifted =     1110001, a shifted mod 8 = 001, a remultiplied =       10000, a unshifted =     001----,  a mod8 = 001, num = 000, 0
11100101000,   0,   1,         1, a shifted =  1110010100, a shifted mod 8 = 100, a remultiplied =        1000, a unshifted =        100-,  a mod8 = 100, num = 000, 0
11100110010,  10,  11,       100, a shifted =    11100110, a shifted mod 8 = 110, a remultiplied =      110000, a unshifted =      110---,  a mod8 = 110, num = 000, 0
